overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,style,image
1.0,False,"03 20, 2012",A7KMG1KPELYHR,B005DVAB1Y,Andre,"To see what they have done to my favorite franchise makes my wanna cry. THIS IS NOT NINJA GAIDEN!!! This is the worst game I have played in a very long time. I've played every Ninja Gaiden game going way back and this is by far the worst game they have ever done, Even the pointless remakes that were the exact same game just harder and a few different bad guys but at least that was still the same game. This is something totally different. It doesn't have the same speed and flow of the any of the other games or the freedom to completely control your guy. And the cut scenes.. My God, the stupid stupid cut scenes that kill the game and make it that much more unbearable. Its so sad to see the coolest most responsive games of all time get treated like this. They tried so hard to make this a game for everyone by taking away everything that made this game so much fun and rewarding. It was known for being ungodly hard and super fast and brutal and now its just some bloated slow boring piece of filth that tries to play its self off as something new. The only people that will tolerate this game are the people that have never played any of the next gen titles before it. If it sounds like I'm yelling and a little teary eyed thats because I truly am. This is my favorite series of all time and to see it turn into this pile of garbage is just depressing. First Madden turns into a child's arcade game and now Ninja Gaiden has turned into a soulless neutered waist of time and money. I will be writing, emailing, calling or whatever I have to do to get in contact with Team not so Ninja and tell them exactly what I think of this awful awful game. . Sorry for making this review so personal but I had to get it off my chest before I went crazy from disappointment. Please do not waist your money on this game. You would have more fun playing dodge ball with a porcupine than playing this slow monstrosity of a game.",Soul crushing sadness..,1332201600,8,{'Platform:': ' Xbox 360'},
1.0,True,"12 8, 2009",A149SMEPDIZEBZ,B000QSE7FK,Crispin W. Woodley,"I am a real big fan of all the Soulcalibur games until Soulcalibur ledgens was introduced. first of all let me make one thing clear this is the worst Soulcalibur game ever, if you are planning on buying this game please don't pleassssssssssssse don't. Don't be a victim like me who fell into that trap, because of the game name title soulcalibur I went and buy the game; that was the worst choise I ever made in my entire life. I think that soulcalibur should stay the way it once was as an head to head fighting game. I hope that this review some how reach Namco/Bandi message board, so these game develpers can see what crazy mistakes they have made. All other soulcalibur are great but i can't say the same for Soulcalibur ledgens. Oh yeah let me talk about the wii nunchuck & remote, it's a good innovation but not for a game like soulcalibur, what were the developers thinking; the Nintendo wii has a classic controler which would have work well with the versus mode. This game need to be taken off the shelves for further modifications. Namco/Bandi please keep fighting games where they belong and Adventure games where they belong, I think that this was a bad step for you. I know all the fans of soulcalibur would agree with me, and for all who were having thoughts about buying this",The End Of SoulCalibur,1260230400,,{'Format:': ' Video Game'},
1.0,True,"12 3, 2013",A2BGO6XPXDO5ZM,B018K6KV68,Sarah,"Good sound and features, but the amp is a bit finnicky and most importantly these things just CRUMBLE, ive went through three pairs in six months and I baby my electronics. The tiniest bit of pressure and they snap, its absurd.",Terrible build quality.,1386028800,,{'Package Type:': ' Standard Packaging'},
1.0,True,"12 8, 2014",A2H10MIBSRGPQK,B003YC4D9A,civilpaw,"Poorly constructed, was only useful for parts in converting an N64 controller to a classic controller.","Crap, avoid it at all costs.",1417996800,3,,
1.0,False,"12 18, 2009",A3F43PAJZLOE3I,B001SET1KW,ice grizzly,"This game has nothing to do with Wii. They just took the PS3/360 game and ported it to Wii. It is pretty much like playing Sony's golf game, you have to time your hit while a  speedy cursor moves across a bar. If you hit while the cursor is in the left of the bar the ball goes left and vice versa. It just takes you out of the game and makes you to concentrate on the cursor movement on the bar. Playing this one is no different than playing pong. There are million free flash games that does the pong style ""hit the button at the right time"" gameplay much better. Iam very disappointed, bought it dirt cheap on blackfriday sale... I have VT on every console, PSP, PS3, PS2.. hoping to have a smooth Wii tennis style gameplay. This one is a pure mess. Yes, if you like pong and like to swing the wii mote right when the cursor blinks sure buy this one. If you want a good tennis game, forget this one. Sega dropped the ball on Wii version.",Very poor console port,1261094400,3,{'Platform:': ' Nintendo Wii'},
1.0,True,"10 18, 2016",A2XYC1JYH5JC0L,B00ENFVJJO,Melfour,only one half of the charging station has ever worked....,"half works, should cost half a dollar",1476748800,,,
1.0,False,"11 6, 2015",A2OHG5SPDUU2Q9,B00YX0Z3XW,APR,"Buyer beware! PS3 AND XBOX 360 DO NOT have a campaign mode! It is only zombies and Multiplayer. Also, there will be no DLCs for last gen gamers. That means the 1 zombie map and the 4 multiplayer maps are all you get! They say it was too much data for old gen councils. Good one. SO BEWARE! DO NOT BUY!!!!",BEWARE! ONLY 1 ZOMBIES MAP AND MULTIPLAYER!!!!,1446768000,5,{'Format:': ' Video Game'},
1.0,False,"10 16, 2015",A3ECJDMHMRNFF7,B00WZWPO8O,Rob,"They wait all these years to make another Tony hawk game and this is what they come up with? Absolutely ruins the name. I love most of the old TH games but this is like a prequel to the first one. Terribly boring level design, small levels, poor graphics, and very little customization. Pretty much everything about the game is cheaply made. I really can't think of anything good to say about this game. I wanted a new TH so bad but not like this. Shame on you Activision.",Why?,1444953600,,{'Format:': ' Video Game'},
1.0,True,"07 26, 2016",A3BL564DYD9MJY,B00Y8CQCXA,Brice S.,"The Kootek Vertical stand looks like a cookie cutter version of other stands with the same gimmicks and function. The only problem is that it is very flimsy, wobbly, and poorly wired. Like others, my stands charging ability stopped seemingly out of nowhere. I got maybe a months usuage out of it before it just stopped charging. The fan is weak and proves useless, but, it is the one working function of this useless stand. Don't use this stand on any surface top that even has the least amount of give. It wobbles really, really bad.

This thing is dirt cheap, so you do get exactly what you pay for. Save yourself the trouble and just buy the PlayStation brand charger, here or at your local electronics store. Sure they don't have the fan like this one, but really, the fan was a huge let down anyways. Don't waste your time with this product or with Zootek (if you are wondering why you haven't heard of them, I present Exhibit A).

You've been warned.",One and done in less than a month.,1469491200,78,,
1.0,True,"03 13, 2014",A1HF726VP1XQFT,B00DB9JYFY,Carnage300,"Launch day of this game and I could not play it! Error code failure to sign-in profile.....every damn time! This problem is happening a lot to other gamers so I'd suggest avoiding this broken server nightmare until a few months or just ignore it completely. All I seem to hear from a lot of players is that this game is barebones to the extreme: hardly any game modes and options to play with really dated graphics....next gen my butt Microsoft! I wasted 60 dollars for this crap??

Please don't waste your hard earned cash on this overhyped Broken title. You've been warned:(",Avoid this fellow gamers!,1394668800,23,{'Format:': ' Video Game'},
1.0,True,"05 30, 2016",A1N2AL5OCPFRHO,B00KVMHSUM,Amazon Customer,Dont buy this garbage,One Star,1464566400,,{'Edition:': ' Playstation TV'},
1.0,True,"01 19, 2014",A2K3ZJ1RBVDN06,B000FQ2DTA,Cobalt23,"Rigidly linear. Embarrassing in a modern game. No choices to be made, no variation possible. The story is terrible too. This experience was like being forced to push a button over and over to watch an extremely long and poorly written movie. Don't buy. Please.",waste of time,1390089600,3,{'Format:': ' Video Game'},
